title,link
利用PCA-SIFT进行特殊纹理航摄影像匹配,[]
光学遥感影像与GIS数据一体化的水体分割、配准与提取方法,[]
一种具有视点不变性的倾斜影像快速匹配方法,[]
联合云检测与高通滤波的含云影像融合方法,[]
引黄灌区水稻红边特征及SPAD高光谱预测模型,[]
利用ICESat/GLAS数据研究北极海冰干舷高度,[]
利用累计AB直方图进行空间选择率估计,[]
采用轨迹大数据探测短时非营运行为,[]
城市群体移动模式研究中空间尺度影响的定量分析,[]
智慧城市云存储系统中的副本量控制策略研究,[]
顾及均衡性与易读性的放大镜式地图目标选取算法,[]
道路旁建筑群移位方法研究,[]
道路密度分区及其在道路选取质量评价中的应用,[]
利用路段分类识别复杂道路交叉口,[]
GLONASS辅助动态GPS精密单点定位模糊度固定,[]
车载移动测量中定位定姿系统误差校正与补偿研究,[]
使用Kalman滤波器调整预测值的时间尺度算法,[]
GPS高程转换的总体最小二乘拟合推估模型,[]
CG-5重力仪零漂改正及格值系数检测应用研究,[]
融合混沌残差的大坝位移蛙跳式组合预报模型,[]
